"codigo","referencia","descrição","preço","custo","linha","usuario","comissão","preço_vista","mvista","mprazo","estmin","estmax","fabrica","menor","mmenor","promoção","letras","balança","marca","modelo","cmedio","outros","clas_fiscal","sit_fiscal","saldo","unidade","empresa","nomelinha","auto","subs","ncm","icm","und","aliquota","saldoa","ippt","saldoc","saldoatual","dif","cest","origem","csosn","cfop","idcsosn","idcfop","promox","saldomes","fornecedor","ativo","espec","saldo1","pvista","pprazo","blmargem","encomenda","local","perecivel","venclote"
13165,"13165","JS77 BC Emenda Quadrada ""2""",16.35,10.90,46,"COMPRAS",0,16.35,50,50,0,0,"*",14.17,30,0.00,"*","*","*","*",0.00,0,"OK 2022","000",9.00,"*",1,"JS ACESSÓRIOS       ",11725,0,"76109000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,77810,0,1,10.00,0.00,0.00,0,0,"*","N","0000-00-00"
13127,"13127","JS79 BC Canopla de Inox Quadrada 2""",8.99,5.99,46,"COMPRAS",0,8.99,50,50,0,0,"*",7.79,30,0.00,"*","*","*","*",0.00,0,"OK 2021","000",70.00,"*",1,"JS ACESSÓRIOS       ",11687,0,"76090000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,77810,0,1,70.00,0.00,0.00,0,0,"*","N","0000-00-00"
13133,"13133","UDI Roseta C/ 400 Nyl PTO (par) ",3.37,2.10,15,"COMPRAS",0,3.37,50,50,0,0,"*",2.92,30,0.00,"*","*","*","*",0.00,0,"OK 2023","060",-20.00,"*",1,"UDINESE             ",11693,1,"39259090","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,4624,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
12952,"12952","UDI Fecho Max-Ar 735D Gold C/Bag./CTF PT (Fec 1122D)",71.35,44.45,15,"FINANCEIRO",0,71.35,50,50,0,0,"*",61.84,30,0.00,"*","*","*","*",12.30,0,"OK 2021","060",-26.00,"*",1,"UDINESE             ",11512,1,"83024100","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,914,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
13126,"13126","Borracha Cadeirinha Cristal",34.50,23.00,83,"COMPRAS",0,34.50,50,50,0,0,"*",29.90,30,0.00,"*","*","*","*",0.20,0,"OK 2023","000",0.00,"*",1,"BRASIL VEDAÇÃO      ",11686,0,"40070019","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
12954,"12954","Borracha EcoPVC GUA 256 PT(rolo 50 metros)",79.20,49.50,83,"FABIO",0,79.20,60,60,0,0,"*",69.30,40,0.00,"*","*","*","*",0.15,0,"OK 2023","000",507.00,"*",1,"BRASIL VEDAÇÃO      ",11514,0,"40070019","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,140533,0,1,8800.00,0.00,0.00,0,0,"*","N","0000-00-00"
12955,"12955","UDI Roseta BC Guilhotina Fec Correr Tetra 816A C/1 PAR ",23.97,14.98,15,"FABIO",0,23.97,60,60,0,0,"*",20.97,40,0.00,"*","*","*","*",0.00,0,"OK 2023","060",278.00,"*",1,"UDINESE             ",11515,1,"83016000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5401,0,0,"*",0.00,4624,0,1,354.00,0.00,0.00,0,0,"*","N","0000-00-00"
12961,"12961","Canto box de Alumínio s/Furo (Cento) - 1601028",38.10,25.40,40,"FABIO",0,38.10,50,50,999,0,"*",34.29,35,0.00,"*","*","*","*",0.00,0,"OK 2021","060",19145.00,"*",1,"PICHU               ",11521,1,"76109000","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,892,0,1,19413.00,0.00,0.00,0,0,"*","N","0000-00-00"
13111,"13111","Pux b. chata 40x10x400X600  escovado   - import piacen ",207.00,138.00,134,"COMPRAS",0,207.00,50,50,0,0,"*",179.40,30,0.00,"*","*","*","*",0.00,0,"0000","010",5.00,"*",1,"PIACENTINI          ",11671,0,"83024900","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"",0.00,142250,0,1,3.00,0.00,0.00,0,0,"*","N","0000-00-00"
13409,"13409","UDI 9700459 Fechadura Giro 323 PT tranqueta MAC L25 ",115.56,72.00,15,"FABIO",0,115.56,50,50,0,0,"*",100.15,30,0.00,"*","*","*","*",30.24,0,"OK 2021","060",-23.00,"*",1,"UDINESE             ",11969,1,"83014000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,4624,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
13026,"13026","UDI Mola Aérea UD45 PT (Força 2)",127.44,79.65,15,"FABIO",0,127.44,60,60,0,0,"*",111.51,40,0.00,"*","*","*","*",55.00,0,"OK 2023","000",45.00,"*",1,"UDINESE             ",11586,0,"83026000","1200","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,4624,0,1,76.00,0.00,0.00,0,0,"*","N","0000-00-00"
13033,"13033","VONDER Esmirilhadeira Angular com Regulagem 900W",622.13,395.00,138,"COMPRAS",0,622.13,50,50,0,0,"*",539.18,30,0.00,"*","*","*","*",0.00,0,"0","010",19.00,"*",1,"VONDER OVD          ",11593,0,"84831030","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"",0.00,143301,0,1,17.00,0.00,0.00,0,0,"*","N","0000-00-00"
13002,"13002","UDI Suporte Mola Aérea BC",100.31,62.50,15,"COMPRAS",0,100.31,50,50,0,0,"*",86.94,30,0.00,"*","*","*","*",55.00,0,"OK 2023","000",-10.00,"*",1,"UDINESE             ",11562,0,"83026000","1200","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,4624,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
13217,"13217","Contra Fecho CREMONA Regulavel Central Gold BC 2pçs",23.82,14.84,15,"COMPRAS",0,23.82,50,50,0,0,"*",20.64,30,0.00,"*","*","*","*",26.82,0,"OK 2021","060",8.00,"*",1,"UDINESE             ",11777,1,"83024100","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,4624,0,1,8.00,0.00,0.00,0,0,"*","N","0000-00-00"
12990,"12990","UDI Roldana Dupla L20 Encomenda",7.50,4.67,15,"COMPRAS",0,7.50,50,50,0,0,"*",6.49,30,0.00,"*","*","*","*",0.00,0,"OK 2023","060",220.00,"*",1,"UDINESE             ",11550,0,"83014000","1200","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,4624,0,1,220.00,0.00,0.00,0,0,"*","N","0000-00-00"
12987,"12987","UDI 9212930 Kit Fechadura 330/70 Espelho BCO - Papaiz",291.47,181.60,15,"FABIO",0,291.47,50,50,0,0,"*",252.61,30,0.00,"*","*","*","*",0.00,0,"OK 2023","060",129.00,"*",1,"UDINESE             ",11547,1,"83014000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,4624,0,1,129.00,0.00,0.00,0,0,"*","N","0000-00-00"
12992,"12992","UDI Roseta NF Guilhotina Fec Correr Tetra 816A C/1 PAR ",23.43,14.60,15,"COMPRAS",0,23.43,50,50,0,0,"*",20.31,30,0.00,"*","*","*","*",0.00,0,"OK 2023","060",36.00,"*",1,"UDINESE             ",11552,1,"83016000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5401,0,0,"*",0.00,0,0,1,36.00,0.00,0.00,0,0,"*","N","0000-00-00"
13240,"13240","KIT CREMONA E25 EVO 800MM CHA/INT MAC/SLIM",179.20,112.00,15,"FABIO",0,179.20,60,60,0,0,"*",156.80,40,0.00,"*","*","*","*",0.00,0,"OK 2022","040",2.00,"*",1,"UDINESE             ",11800,0,"85365090","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"",0.00,4624,0,1,3.00,0.00,0.00,0,0,"*","N","0000-00-00"
13031,"13031","MR Tubo horizontal 1,3m preto",90.00,60.00,45,"COMPRAS",0,90.00,50,50,0,0,"*",78.00,30,0.00,"*","*","*","*",0.00,0,"OK 2023","040",8.00,"*",1,"MR ANDRADE          ",11591,0,"83014000","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,142430,0,1,8.00,0.00,0.00,0,0,"*","N","0000-00-00"
13208,"13208","Broca AR Ponta Aço 4 - Irwin",7.79,4.87,106,"FABIO",0,7.79,60,60,0,0,"*",6.82,40,0.00,"*","*","*","*",2.05,0,"OK 2021","000",229.00,"*",1,"IRWIN               ",11768,0,"82075011","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,143301,0,1,259.00,0.00,0.00,0,0,"*","N","0000-00-00"
13209,"13209","Broca AR Ponta Aço 7 - Irwin",13.55,9.03,106,"ALINE M",0,13.55,50,50,0,0,"*",11.74,30,0.00,"*","*","*","*",1.94,0,"OK 2021","000",0.00,"*",1,"IRWIN               ",11769,0,"82075011","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,874,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
13210,"13210","Broca AR Ponta Aço 5 - Irwin",9.31,5.82,106,"FABIO",0,9.31,60,60,0,0,"*",8.15,40,0.00,"*","*","*","*",2.05,0,"OK 2021","000",311.00,"*",1,"IRWIN               ",11770,0,"82075011","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,143301,0,1,311.00,0.00,0.00,0,0,"*","N","0000-00-00"
13213,"13213","Broca AR Ponta Aço 2 - Irwin",7.14,4.76,106,"COMPRAS",0,7.14,50,50,0,0,"*",6.19,30,0.00,"*","*","*","*",1.94,0,"OK 2021","000",1.00,"*",1,"IRWIN               ",11773,0,"82075011","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,874,0,1,1.00,0.00,0.00,0,0,"*","N","0000-00-00"
13215,"13215","Puxador C 30 Preto CJ143 - Ideia Glass",129.00,86.00,63,"COMPRAS",0,129.00,50,50,0,0,"*",111.80,30,0.00,"*","*","*","*",4.00,0,"OK 2021","000",5.00,"*",1,"IDEIA GLASS         ",11775,0,"76169900","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,141590,0,1,5.00,0.00,0.00,0,0,"*","N","0000-00-00"
13169,"13169","JS80 BC Presilha Quadrada Parede",31.47,20.98,46,"COMPRAS",0,31.47,50,50,0,0,"*",27.27,30,0.00,"*","*","*","*",0.00,0,"OK 2021","000",38.00,"*",1,"JS ACESSÓRIOS       ",11729,0,"76090000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,77810,0,1,38.00,0.00,0.00,0,0,"*","N","0000-00-00"
12980,"12980","Pux retang 800  PRETO - import piacen (GUST)",232.50,179.00,134,"COMPRAS",0,232.50,50,50,4,0,"*",201.50,30,0.00,"*","*","*","*",0.00,0,"OK 2023","060",0.00,"*",1,"PIACENTINI          ",11540,1,"83024900","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,142250,0,1,1.00,0.00,0.00,0,0,"*","N","0000-00-00"
12981,"12981","UDI Suporte Mola Aérea UD 77 BC",101.92,63.50,15,"COMPRAS",0,101.92,50,50,0,0,"*",88.33,30,0.00,"*","*","*","*",55.00,0,"OK 2023","000",37.00,"*",1,"UDINESE             ",11541,0,"83026000","1200","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,4624,0,1,38.00,0.00,0.00,0,0,"*","N","0000-00-00"
12982,"12982","UDI Suporte Mola Aérea PRATA",100.31,62.50,15,"COMPRAS",0,100.31,50,50,0,0,"*",86.94,30,0.00,"*","*","*","*",55.00,0,"OK 2023","000",-4.00,"*",1,"UDINESE             ",11542,0,"83026000","1200","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,4624,0,1,1.00,0.00,0.00,0,0,"*","N","0000-00-00"
12993,"12993","UDI Contra Testa Gold CON 386 BC",10.21,6.38,15,"FABIO",0,10.21,60,60,0,0,"*",8.93,40,0.00,"*","*","*","*",0.00,0,"OK 2023","060",203.00,"*",1,"UDINESE             ",11553,1,"39259090","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,4624,0,1,322.00,0.00,0.00,0,0,"*","N","0000-00-00"
12983,"12983","Fechadura giro 321 400/45 PTO ros round ud - Papaiz",85.51,53.28,15,"COMPRAS",0,85.51,50,50,0,0,"*",74.11,30,0.00,"*","*","*","*",30.24,0,"OK 2021","060",35.00,"*",1,"UDINESE             ",11543,1,"83014000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,999999,0,1,39.00,0.00,0.00,0,0,"*","N","0000-00-00"
12984,"12984","UDI Maçaneta Roseta square euro PTO (par)",136.67,85.42,15,"FABIO",0,136.67,60,60,0,0,"*",119.59,40,0.00,"*","*","*","*",0.00,0,"OK 2023","060",142.00,"*",1,"UDINESE             ",11544,1,"39259090","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,4624,0,1,142.00,0.00,0.00,0,0,"*","N","0000-00-00"
12985,"12985","VONDER Compressor Ar Automotivo ",480.69,327.00,138,"COMPRAS",0,480.69,40,40,0,0,"*",446.36,30,0.00,"*","*","*","*",0.00,0,"0","010",2.00,"*",1,"VONDER OVD          ",11545,0,"84831030","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"",0.00,143301,0,1,2.00,0.00,0.00,0,0,"*","N","0000-00-00"
12986,"12986","AL 1520PL BCO Placa da 1520 Mini",15.53,10.35,9,"COMPRAS",0,15.53,50,50,10,0,"*",13.46,30,0.00,"*","*","*","*",28.20,0,"OK 2022","060",50.00,"*",1,"AL INDÚSTRIA        ",11546,1,"39252000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,143130,0,1,50.00,0.00,0.00,0,0,"*","N","0000-00-00"
12988,"12988","UDI Kit Cremona 1600mm interna Round BC",235.68,147.30,15,"FABIO",0,235.68,60,60,0,0,"*",206.22,40,0.00,"*","*","*","*",5.25,0,"OK 2021","060",-10.00,"*",1,"UDINESE             ",11548,1,"83024100","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,4624,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
12989,"12989","UDI Fecho Concha Flare 400 Com Chave BC ",148.55,92.55,15,"COMPRAS",0,148.55,50,50,0,0,"*",128.74,30,0.00,"*","*","*","*",0.00,0,"OK 2021","060",-6.00,"*",1,"UDINESE             ",11549,1,"83024100","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,10,5401,0,0,"*",0.00,4624,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
12991,"12991","UDI Barra Antipanico Push Horiz PTO",634.30,396.44,15,"FABIO",0,634.30,60,60,0,0,"*",555.02,40,0.00,"*","*","*","*",0.00,0,"OK 2023","040",2.00,"*",1,"UDINESE             ",11551,0,"83014000","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,4624,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
12994,"12994","UDI Contra Testa Gold CON 386 PTO",10.21,6.38,15,"FABIO",0,10.21,60,60,0,0,"*",8.93,40,0.00,"*","*","*","*",0.00,0,"OK 2023","060",618.00,"*",1,"UDINESE             ",11554,1,"39259090","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,4624,0,1,1230.00,0.00,0.00,0,0,"*","N","0000-00-00"
12996,"12996","Motor Emteco 20n 45Kg/1 BIVOLT Contr Remoto",628.50,419.00,60,"FABIO",0,628.50,50,50,30,0,"*",544.70,30,0.00,"*","*","*","*",0.00,0,"OK 2023","040",-75.00,"*",1,"EMTECO              ",11556,0,"84798999","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"VALOR PROMOCIONAL ENQUANTO DURAR NOSSO ESTOQUE!!!!",0.00,3246,0,1,0.00,0.00,0.00,1,0,"*","N","0000-00-00"
13003,"13003","UDI Suporte Vidro Barra Antipanico PTO",137.97,85.96,15,"COMPRAS",0,137.97,50,50,0,0,"*",119.57,30,0.00,"*","*","*","*",55.00,0,"OK 2023","000",30.00,"*",1,"UDINESE             ",11563,0,"83026000","1200","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,4624,0,1,30.00,0.00,0.00,0,0,"*","N","0000-00-00"
13004,"13004","UDI 9210509 Fec Giro PTO 323/60 MAC6635/90 L30/35 ",176.00,110.00,15,"FABIO",0,176.00,60,60,0,0,"*",154.00,40,0.00,"*","*","*","*",30.24,0,"OK 2023","060",220.00,"*",1,"UDINESE             ",11564,1,"83014000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,4624,0,1,30.00,0.00,0.00,0,0,"*","N","0000-00-00"
13005,"13005","UDI 9210507 Fec Giro BC 323/60 MAC6635/90 L30/35 ",177.42,110.89,15,"FABIO",0,177.42,60,60,0,0,"*",155.25,40,0.00,"*","*","*","*",30.24,0,"OK 2023","060",350.00,"*",1,"UDINESE             ",11565,1,"83014000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,4624,0,1,252.00,0.00,0.00,0,0,"*","N","0000-00-00"
13006,"13006","UDI 9210506 Fec Giro PTO 323/45 MAC 6635/85 L25 ",169.06,105.33,15,"FABIO",0,169.06,50,50,0,0,"*",146.52,30,0.00,"*","*","*","*",30.24,0,"OK 2023","060",47.00,"*",1,"UDINESE             ",11566,1,"83014000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,4624,0,1,55.00,0.00,0.00,0,0,"*","N","0000-00-00"
13007,"13007","UDI 9210504 Fec Giro BC 323/45 MAC 6635/85 L25 ",169.06,105.33,15,"FABIO",0,169.06,50,50,0,0,"*",146.52,30,0.00,"*","*","*","*",30.24,0,"OK 2023","060",-6.00,"*",1,"UDINESE             ",11567,1,"83014000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,4624,0,1,2.00,0.00,0.00,0,0,"*","N","0000-00-00"
13013,"13013","3F Kit 840R06 PT Ros quad Rolete Auxiliar",205.50,137.00,49,"COMPRAS",0,205.50,50,50,0,0,"*",178.10,30,0.00,"*","*","*","*",0.00,0,"OK 2023","060",13.00,"*",1,"3F FERRAGENS/PILLER ",11573,1,"83014000","1200","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,865,0,1,13.00,0.00,0.00,0,0,"*","N","0000-00-00"
13014,"13014","3F Kit 840R06 BC Ros quad Rolete Auxiliar",205.50,137.00,49,"COMPRAS",0,205.50,50,50,0,0,"*",178.10,30,0.00,"*","*","*","*",0.00,0,"OK 2023","060",15.00,"*",1,"3F FERRAGENS/PILLER ",11574,1,"83014000","1200","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,865,0,1,15.00,0.00,0.00,0,0,"*","N","0000-00-00"
13015,"13015","3F Kit 840R06 CR Ros quad Rolete Auxiliar",205.50,137.00,49,"COMPRAS",0,205.50,50,50,0,0,"*",178.10,30,0.00,"*","*","*","*",0.00,0,"OK 2023","060",-4.00,"*",1,"3F FERRAGENS/PILLER ",11575,1,"83014000","1200","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,865,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
13241,"13241","Motor Udinese WI-FI 220v 83Kg Contr Remoto - ",644.14,430.00,15,"THIAGO",0,644.14,40,40,0,0,"*",598.13,30,0.00,"*","*","*","*",0.00,0,"OK 2023","040",-8.00,"*",1,"UDINESE             ",11801,0,"84798999","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"5 OU + 5%; 10 OU + 7%.",0.00,144113,0,1,0.00,0.00,0.00,1,0,"*","N","0000-00-00"
13017,"13017","JS78D PT Tampa Quadrada 2""",24.54,15.34,46,"FABIO",0,24.54,60,60,0,0,"*",21.48,40,0.00,"*","*","*","*",0.00,0,"OK 2021","000",39.00,"*",1,"JS ACESSÓRIOS       ",11577,0,"76090000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,77810,0,1,39.00,0.00,0.00,0,0,"*","N","0000-00-00"
13018,"13018","JS18 PT Articulador Quadrado 2""",56.62,35.39,46,"FABIO",0,56.62,60,60,0,0,"*",49.55,40,0.00,"*","*","*","*",0.00,0,"OK 2021","000",82.00,"*",1,"JS ACESSÓRIOS       ",11578,0,"76090000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,77810,0,1,82.00,0.00,0.00,0,0,"*","N","0000-00-00"
13019,"13019","JS78B PT Tampa Quadrada 1""",9.45,6.30,46,"COMPRAS",0,9.45,50,50,0,0,"*",8.19,30,0.00,"*","*","*","*",0.00,0,"OK 2021","000",48.00,"*",1,"JS ACESSÓRIOS       ",11579,0,"76090000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,77810,0,1,48.00,0.00,0.00,0,0,"*","N","0000-00-00"
13020,"13020","JS72A PT Tubo Presilha Quadrado 3/4",6.30,4.20,46,"COMPRAS",0,6.30,50,50,0,0,"*",5.46,30,0.00,"*","*","*","*",0.00,0,"OK 2021","000",124.00,"*",1,"JS ACESSÓRIOS       ",11580,0,"76090000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,77810,0,1,124.00,0.00,0.00,0,0,"*","N","0000-00-00"
13154,"13154","JS78A PT Tampa Quadrada 3/4",8.70,5.80,46,"COMPRAS",0,8.70,50,50,0,0,"*",7.54,30,0.00,"*","*","*","*",0.00,0,"OK 2021","000",40.00,"*",1,"JS ACESSÓRIOS       ",11714,0,"76090000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,77810,0,1,40.00,0.00,0.00,0,0,"*","N","0000-00-00"
13022,"13022","JS79 PT Canopla de Inox Quadrada 2""",10.06,6.29,46,"FABIO",0,10.06,60,60,0,0,"*",8.81,40,0.00,"*","*","*","*",0.00,0,"OK 2021","000",311.00,"*",1,"JS ACESSÓRIOS       ",11582,0,"76090000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,77810,0,1,261.00,0.00,0.00,0,0,"*","N","0000-00-00"
13156,"13156","JS 70 Articulado angular quadrado ""2"" BC",32.85,21.90,46,"COMPRAS",0,32.85,50,50,0,0,"*",28.47,30,0.00,"*","*","*","*",0.00,0,"OK 2021","040",-1.00,"*",1,"JS ACESSÓRIOS       ",11716,0,"99999999","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,77810,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
13024,"13024","JS17 PT Articulado Quadrado 2""",56.62,35.39,46,"ALLINE",0,56.62,60,60,0,0,"*",49.55,40,0.00,"*","*","*","*",0.00,0,"OK 2021","000",0.00,"*",1,"JS ACESSÓRIOS       ",11584,0,"76090000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,77810,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
13153,"13153","JS77 PT Emenda Quadrada ""2""",16.35,10.90,46,"COMPRAS",0,16.35,50,50,0,0,"*",14.17,30,0.00,"*","*","*","*",0.00,0,"OK 2022","000",16.00,"*",1,"JS ACESSÓRIOS       ",11713,0,"76109000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,77810,0,1,16.00,0.00,0.00,0,0,"*","N","0000-00-00"
13110,"13110","Motor Emteco Wifi 120kgs 50n /110v Contr Remoto 50121RM",779.25,519.50,60,"COMPRAS",0,779.25,50,50,0,0,"*",675.35,30,0.00,"*","*","*","*",0.00,0,"OK 2023","040",-3.00,"*",1,"EMTECO              ",11670,0,"84798999","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"3 OU + 4%; 5 OU + 5%; 10 OU + 7%; OU ACIMA: NEGOCIÁVEL.",0.00,3246,0,1,0.00,0.00,0.00,1,0,"*","N","0000-00-00"
13027,"13027","UDI Suporte Mola Aérea UD 77 Trafego Intenso Prata",100.31,62.50,15,"COMPRAS",0,100.31,50,50,0,0,"*",86.94,30,0.00,"*","*","*","*",55.00,0,"OK 2023","000",10.00,"*",1,"UDINESE             ",11587,0,"83026000","1200","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,4624,0,1,9.00,0.00,0.00,0,0,"*","N","0000-00-00"
13028,"13028","Borracha EcoPVC GUA 256 F 7mm PT (rolo 50 metros)",152.00,95.00,83,"FABIO",0,152.00,60,60,0,0,"*",133.00,40,0.00,"*","*","*","*",0.15,0,"OK 2023","000",374.00,"*",1,"BRASIL VEDAÇÃO      ",11588,0,"40070019","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,140533,0,1,1500.00,0.00,0.00,0,0,"*","N","0000-00-00"
13029,"13029","Borracha Gua 039NG Preta-(rolo 50 metros) Brasil Vedações",158.40,99.00,83,"FABIO",0,158.40,60,60,0,0,"*",138.60,40,0.00,"*","*","*","*",0.94,0,"OK 2023","000",730.00,"*",1,"BRASIL VEDAÇÃO      ",11589,0,"40070019","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*DESCONTO MAXIMO 8%* *ITEM JA COM PROMO*",0.00,140533,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
13030,"13030","Fita Adesiva PEE 14X3 Rolo 50 metros PT ",24.00,15.00,64,"FABIO",0,24.00,60,60,250,0,"*",21.00,40,0.00,"*","*","*","*",0.32,0,"OK 2023","060",-1518.00,"*",1,"KOI ESPUMAS         ",11590,1,"39211900","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,137837,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
13191,"13191","VONDER Inversor Solda Dig Bivolt",616.98,452.00,138,"COMPRAS",0,616.98,30,30,0,0,"*",545.79,15,0.00,"*","*","*","*",0.00,0,"0","010",1.00,"*",1,"VONDER OVD          ",11751,0,"84831030","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"",0.00,143301,0,1,1.00,0.00,0.00,0,0,"*","N","0000-00-00"
